from;to;date_posix;length
PE-00892;PE-00894;2020-06-09 15:23:10;120
PE-00892;PE-00894;2020-06-09 15:53:10;690
PE-00892;PE-00894;2020-06-09 16:23:40;290
PE-00892;PE-00894;2020-06-09 16:29:40;500
PE-00892;PE-00894;2020-06-09 16:39:10;500
PE-00892;PE-00894;2020-06-09 16:48:40;50
PE-00892;PE-00894;2020-06-09 17:09:50;50
PE-00892;PE-00896;2020-06-09 05:54:30;540
PE-00892;PE-00896;2020-06-09 06:16:10;160
PE-00892;PE-00896;2020-06-09 06:40:30;90
PE-00892;PE-00896;2020-06-09 06:43:10;40
PE-00892;PE-00896;2020-06-09 08:10:20;70
PE-00892;PE-00896;2020-06-09 08:52:30;120
PE-00892;PE-00896;2020-06-09 09:41:20;80
PE-00892;PE-00896;2020-06-09 09:52:10;100
PE-00892;PE-00896;2020-06-09 10:03:50;80
PE-00892;PE-00896;2020-06-09 10:29:50;150
PE-00892;PE-00896;2020-06-09 10:53:40;140
PE-00892;PE-00896;2020-06-09 11:30:20;430
PE-00892;PE-00896;2020-06-09 14:38:00;150
PE-00892;PE-00896;2020-06-09 14:58:20;20
PE-00892;PE-00896;2020-06-09 16:24:00;280
PE-00892;PE-00896;2020-06-09 16:48:50;120
PE-00892;PE-00898;2020-06-09 05:54:10;370
PE-00892;PE-00898;2020-06-09 08:10:30;70
PE-00892;PE-00898;2020-06-09 09:51:20;130
PE-00892;PE-00898;2020-06-09 14:52:30;240
PE-00892;PA-00478;2020-06-09 06:04:50;440
PE-00892;PA-00478;2020-06-09 06:13:20;350
PE-00892;PA-00478;2020-06-09 06:39:30;790
PE-00892;PA-00478;2020-06-09 06:54:20;1010
PE-00892;PA-00478;2020-06-09 07:14:40;1750
PE-00892;PA-00478;2020-06-09 07:45:00;50
PE-00892;PA-00478;2020-06-09 07:47:00;1320
PE-00892;PA-00478;2020-06-09 08:25:20;150
PE-00892;PA-00478;2020-06-09 09:17:10;130
PE-00892;PA-00478;2020-06-09 10:01:50;1150
PE-00892;PA-00478;2020-06-09 12:04:30;60
PE-00892;PA-00478;2020-06-09 13:00:30;320
PE-00892;PA-00478;2020-06-09 13:21:00;680
PE-00892;PA-00478;2020-06-09 13:47:00;450
PE-00892;PA-00478;2020-06-09 14:00:30;880
PE-00892;PA-00478;2020-06-09 14:47:40;220
PE-00892;PA-00478;2020-06-09 15:09:30;1170
PE-00892;PA-00478;2020-06-09 16:09:00;610
PE-00892;PE-00905;2020-06-09 06:20:50;230
PE-00892;PE-00908;2020-06-09 08:10:30;40
PE-00892;PE-00913;2020-06-09 12:32:30;20
PE-00892;PE-00917;2020-06-09 07:49:20;180
PE-00892;PE-00917;2020-06-09 08:00:30;80
PE-00892;PE-00920;2020-06-09 12:30:50;10
PE-00892;PE-00924;2020-06-09 13:35:50;350
PE-00892;PE-00925;2020-06-09 07:11:30;120
PE-00892;PE-00925;2020-06-09 07:34:10;500
PE-00892;PE-00925;2020-06-09 09:59:40;70
PE-00892;PE-00925;2020-06-09 13:35:30;360
PE-00892;PE-00925;2020-06-09 16:21:10;720
PE-00892;PA-00490;2020-06-09 09:01:50;90
PE-00892;PA-00490;2020-06-09 10:21:30;170
PE-00892;PA-00490;2020-06-09 10:59:20;250
PE-00892;PA-00490;2020-06-09 11:17:00;290
PE-00892;PE-00927;2020-06-09 11:02:40;20
PE-00892;PE-00927;2020-06-09 13:36:50;270
PE-00892;PE-00928;2020-06-09 07:11:30;120
PE-00892;PE-00928;2020-06-09 08:17:50;40
PE-00892;PE-00928;2020-06-09 08:31:50;20
PE-00892;PE-00928;2020-06-09 09:50:30;40
PE-00892;PE-00928;2020-06-09 12:28:20;80
PE-00892;PE-00929;2020-06-09 07:11:30;120
PE-00892;PE-00930;2020-06-09 07:11:30;120
PE-00892;PE-00930;2020-06-09 07:34:10;510
PE-00892;PE-00930;2020-06-09 13:36:40;280
PE-00892;PE-00930;2020-06-09 13:51:30;190
PE-00892;PE-00930;2020-06-09 16:25:40;450
PE-00892;PE-00930;2020-06-09 16:34:40;50
PE-00892;PE-00932;2020-06-09 07:59:00;160
PE-00892;PE-00935;2020-06-09 13:53:00;100
PE-00892;PE-00935;2020-06-09 14:00:40;70
PE-00892;PA-00492;2020-06-09 17:07:30;10
PE-00892;PE-00943;2020-06-09 17:12:20;570
PE-00893;PE-00894;2020-06-09 06:17:40;1050
PE-00893;PE-00894;2020-06-09 07:02:50;30
PE-00893;PE-00894;2020-06-09 07:04:40;550
PE-00893;PE-00894;2020-06-09 07:17:10;240
PE-00893;PE-00894;2020-06-09 07:29:20;2620
PE-00893;PE-00894;2020-06-09 08:19:20;850
PE-00893;PE-00894;2020-06-09 08:48:00;10
PE-00893;PE-00894;2020-06-09 09:33:00;1420
PE-00893;PE-00894;2020-06-09 09:59:10;910
PE-00893;PE-00894;2020-06-09 10:19:50;70
PE-00893;PE-00894;2020-06-09 10:23:30;180
PE-00893;PE-00894;2020-06-09 10:51:40;250
PE-00893;PE-00894;2020-06-09 12:08:50;500
PE-00893;PE-00894;2020-06-09 12:20:10;170
PE-00893;PE-00894;2020-06-09 12:25:30;500
PE-00893;PE-00894;2020-06-09 12:36:40;190
PE-00893;PE-00894;2020-06-09 12:42:00;1790
PE-00893;PE-00894;2020-06-09 13:37:50;560
PE-00893;PE-00894;2020-06-09 13:53:20;280
PE-00893;PE-00894;2020-06-09 16:07:20;160
PE-00893;PE-00894;2020-06-09 16:15:50;140
PE-00893;PE-00894;2020-06-09 16:30:10;480
PE-00893;PE-00894;2020-06-09 17:04:20;110
PE-00893;PE-00894;2020-06-09 17:25:00;40
PE-00893;PE-00895;2020-06-09 05:45:40;60
PE-00893;PE-00895;2020-06-09 11:05:00;1360
PE-00893;PE-00895;2020-06-09 11:40:40;190
PE-00893;PE-00895;2020-06-09 11:47:30;620
PE-00893;PE-00895;2020-06-09 15:03:10;160
PE-00893;PE-00895;2020-06-09 16:02:50;20
PE-00893;PE-00896;2020-06-09 05:45:40;70
PE-00893;PE-00896;2020-06-09 07:08:10;430
PE-00893;PE-00896;2020-06-09 09:19:00;60
PE-00893;PE-00896;2020-06-09 09:52:20;580
PE-00893;PE-00896;2020-06-09 10:14:40;60
PE-00893;PE-00896;2020-06-09 10:16:50;130
PE-00893;PE-00896;2020-06-09 10:42:10;680
PE-00893;PE-00896;2020-06-09 13:20:50;310
PE-00893;PE-00896;2020-06-09 14:30:50;210
PE-00893;PE-00898;2020-06-09 05:45:40;70
PE-00893;PE-00898;2020-06-09 07:15:10;20
PE-00893;PE-00898;2020-06-09 09:18:50;80
PE-00893;PE-00898;2020-06-09 09:34:20;410
PE-00893;PE-00898;2020-06-09 10:02:40;80
PE-00893;PE-00898;2020-06-09 10:54:20;110
PE-00893;PE-00898;2020-06-09 11:40:40;200
PE-00893;PE-00898;2020-06-09 11:47:30;620
PE-00893;PE-00898;2020-06-09 13:26:20;210
PE-00893;PE-00898;2020-06-09 13:34:10;30
PE-00893;PE-00898;2020-06-09 14:11:20;60
PE-00893;PE-00898;2020-06-09 16:27:30;20
PE-00893;PE-00899;2020-06-09 11:52:20;490
PE-00893;PE-00899;2020-06-09 15:32:30;60
PE-00893;PE-00900;2020-06-09 11:03:40;150
PE-00893;PA-00477;2020-06-09 06:24:10;310
PE-00893;PA-00478;2020-06-09 07:15:20;910
PE-00893;PE-00908;2020-06-09 11:09:10;80
PE-00893;PE-00908;2020-06-09 11:55:00;160
PE-00893;PE-00908;2020-06-09 12:26:10;10
PE-00893;PE-00909;2020-06-09 11:08:40;60
PE-00893;PE-00909;2020-06-09 11:47:30;780
PE-00893;PE-00924;2020-06-09 06:50:20;30
PE-00893;PE-00924;2020-06-09 10:07:30;410
PE-00893;PE-00924;2020-06-09 10:19:50;100
PE-00893;PE-00924;2020-06-09 10:23:30;180
PE-00893;PE-00924;2020-06-09 10:32:40;10
PE-00893;PE-00925;2020-06-09 12:21:00;30
PE-00893;PE-00925;2020-06-09 16:30:10;170
PE-00893;PE-00927;2020-06-09 10:07:20;430
PE-00893;PE-00927;2020-06-09 10:19:50;110
PE-00893;PE-00927;2020-06-09 10:26:00;30
PE-00893;PE-00927;2020-06-09 13:26:20;120
PE-00893;PE-00928;2020-06-09 10:06:10;500
PE-00893;PE-00928;2020-06-09 10:19:50;110
PE-00893;PE-00928;2020-06-09 10:23:30;180
PE-00893;PE-00928;2020-06-09 14:11:50;20
PE-00893;PE-00928;2020-06-09 15:01:20;40
PE-00893;PE-00930;2020-06-09 09:59:30;10
PE-00893;PE-00930;2020-06-09 10:23:30;180
PE-00893;PE-00930;2020-06-09 15:01:30;30
PE-00893;PE-00930;2020-06-09 16:21:10;160
PE-00893;PE-00930;2020-06-09 16:25:40;100
PE-00893;PE-00942;2020-06-09 17:08:00;70
PE-00893;PE-00942;2020-06-09 17:10:40;210
PE-00894;PE-00895;2020-06-09 13:53:30;230
PE-00894;PE-00896;2020-06-09 09:22:20;780
PE-00894;PE-00896;2020-06-09 09:44:20;50
PE-00894;PE-00896;2020-06-09 09:52:10;40
PE-00894;PE-00896;2020-06-09 09:59:30;150
PE-00894;PE-00896;2020-06-09 10:36:50;300
PE-00894;PE-00896;2020-06-09 13:02:10;10
PE-00894;PE-00896;2020-06-09 13:03:50;320
PE-00894;PE-00896;2020-06-09 13:27:40;70
PE-00894;PE-00896;2020-06-09 13:56:00;200
PE-00894;PE-00896;2020-06-09 14:11:50;10
PE-00894;PE-00896;2020-06-09 14:39:40;280
PE-00894;PE-00896;2020-06-09 14:51:10;390
PE-00894;PE-00896;2020-06-09 16:48:50;40
PE-00894;PE-00897;2020-06-09 11:52:00;130
PE-00894;PE-00897;2020-06-09 11:55:50;260
PE-00894;PE-00898;2020-06-09 09:32:30;520
PE-00894;PE-00898;2020-06-09 09:44:20;20
PE-00894;PE-00898;2020-06-09 09:51:20;60
PE-00894;PE-00898;2020-06-09 10:02:40;100
PE-00894;PE-00898;2020-06-09 10:54:30;120
PE-00894;PE-00898;2020-06-09 12:20:10;60
PE-00894;PE-00898;2020-06-09 13:24:30;170
PE-00894;PE-00898;2020-06-09 13:35:10;110
PE-00894;PE-00898;2020-06-09 14:11:50;50
PE-00894;PE-00898;2020-06-09 14:48:00;20
PE-00894;PE-00898;2020-06-10 06:43:40;440
PE-00894;PE-00898;2020-06-10 06:56:40;260
PE-00894;PE-00898;2020-06-10 07:36:50;90
PE-00894;PE-00898;2020-06-10 14:28:30;510
PE-00894;PA-00477;2020-06-09 10:32:00;50
PE-00894;PA-00477;2020-06-09 10:34:40;10
PE-00894;PA-00477;2020-06-09 14:06:50;180
PE-00894;PA-00478;2020-06-09 07:17:10;260
PE-00894;PA-00478;2020-06-09 07:28:00;160
PE-00894;PA-00478;2020-06-10 12:49:10;60
PE-00894;PA-00478;2020-06-10 12:59:20;60
PE-00894;PE-00911;2020-06-10 09:07:20;50
PE-00894;PE-00911;2020-06-10 09:41:30;570
PE-00894;PE-00911;2020-06-10 09:52:50;60
PE-00894;PE-00924;2020-06-09 10:06:30;610
PE-00894;PE-00924;2020-06-09 10:24:30;290
PE-00894;PA-00490;2020-06-09 08:52:30;460
PE-00894;PE-00926;2020-06-09 06:44:30;50
PE-00894;PE-00927;2020-06-09 10:07:20;470
PE-00894;PE-00927;2020-06-09 10:26:10;200
PE-00894;PE-00927;2020-06-09 13:41:10;10
PE-00894;PE-00928;2020-06-09 10:07:40;1460
PE-00894;PE-00928;2020-06-09 14:09:50;140
PE-00894;PE-00929;2020-06-10 13:52:30;850
PE-00894;PE-00929;2020-06-10 14:08:10;450
PE-00894;PE-00929;2020-06-10 14:16:50;710
PE-00894;PE-00930;2020-06-09 10:07:30;1300
PE-00894;PA-00492;2020-06-09 17:04:40;30
PE-00894;PE-00942;2020-06-09 17:11:50;100
PE-00894;PE-00943;2020-06-10 05:40:20;30
PE-00894;PE-00955;2020-06-10 07:06:10;60
PE-00894;PE-00956;2020-06-10 15:41:00;370
PE-00894;PE-00957;2020-06-10 13:53:20;1280
PE-00894;PE-00957;2020-06-10 14:16:20;740
PE-00894;PE-00960;2020-06-10 05:40:00;230
PE-00894;PE-00960;2020-06-10 12:57:30;40
PE-00894;PE-00960;2020-06-10 15:44:20;220
PE-00894;PE-00960;2020-06-10 16:28:00;30
PE-00894;PE-00962;2020-06-10 06:48:30;80
PE-00894;PE-00962;2020-06-10 12:08:30;70
PE-00894;PE-00962;2020-06-10 12:13:30;720
PE-00894;PE-00962;2020-06-10 12:56:20;620
PE-00894;PE-00962;2020-06-10 13:15:00;320
PE-00894;PE-00962;2020-06-10 13:39:50;70
PE-00894;PE-00962;2020-06-10 13:55:00;130
PE-00894;PE-00962;2020-06-10 14:29:30;140
PE-00894;PE-00962;2020-06-10 15:46:50;620
PE-00894;PE-00965;2020-06-10 11:17:40;480
PE-00895;PE-00896;2020-06-09 05:45:10;80
PE-00895;PE-00896;2020-06-09 07:51:10;160
PE-00895;PE-00896;2020-06-09 08:08:00;760
PE-00895;PE-00896;2020-06-09 13:46:50;630
PE-00895;PE-00896;2020-06-09 15:03:00;60
PE-00895;PE-00897;2020-06-09 11:07:30;30
PE-00895;PE-00897;2020-06-09 14:32:30;80
PE-00895;PE-00898;2020-06-09 06:49:30;20
PE-00895;PE-00898;2020-06-09 08:08:00;780
PE-00895;PE-00898;2020-06-09 11:41:50;1230
PE-00895;PE-00899;2020-06-09 07:50:10;80
PE-00895;PE-00899;2020-06-09 07:52:30;590
PE-00895;PE-00899;2020-06-09 08:14:40;360
PE-00895;PE-00899;2020-06-09 11:41:30;350
PE-00895;PE-00899;2020-06-09 11:52:40;300
PE-00895;PE-00899;2020-06-09 12:10:40;50
PE-00895;PE-00899;2020-06-09 15:01:00;170
PE-00895;PE-00899;2020-06-09 15:05:00;250
PE-00895;PE-00900;2020-06-09 12:13:40;640
PE-00895;PE-00900;2020-06-09 14:25:10;40
PE-00895;PE-00900;2020-06-09 14:27:10;510
PE-00895;PE-00900;2020-06-09 14:36:50;80
PE-00895;PE-00900;2020-06-09 15:02:50;740
PE-00895;PE-00900;2020-06-09 15:16:30;500
PE-00895;PE-00900;2020-06-09 15:39:10;920
PE-00895;PE-00901;2020-06-09 08:21:20;110
PE-00895;PE-00901;2020-06-09 14:51:30;80
PE-00895;PE-00901;2020-06-09 15:24:50;660
PE-00895;PE-00905;2020-06-09 06:35:10;460
PE-00895;PE-00908;2020-06-09 08:14:30;240
PE-00895;PE-00908;2020-06-09 11:09:10;80
PE-00895;PE-00908;2020-06-09 11:27:40;10
PE-00895;PE-00908;2020-06-09 11:40:40;30
PE-00895;PE-00908;2020-06-09 11:43:10;640
PE-00895;PE-00908;2020-06-09 11:55:00;160
PE-00895;PE-00908;2020-06-09 12:18:00;260
PE-00895;PE-00908;2020-06-09 14:39:10;270
PE-00895;PE-00909;2020-06-09 05:51:40;1710
PE-00895;PE-00909;2020-06-09 06:46:50;1750
PE-00895;PE-00909;2020-06-09 08:14:30;420
PE-00895;PE-00909;2020-06-09 08:28:20;680
PE-00895;PE-00909;2020-06-09 09:58:30;620
PE-00895;PE-00909;2020-06-09 10:25:40;170
PE-00895;PE-00909;2020-06-09 10:30:10;250
PE-00895;PE-00909;2020-06-09 11:09:00;240
PE-00895;PE-00909;2020-06-09 11:41:00;1000
PE-00895;PE-00909;2020-06-09 12:12:30;990
PE-00895;PE-00909;2020-06-09 12:39:00;120
PE-00895;PE-00909;2020-06-09 14:02:10;1320
PE-00895;PE-00909;2020-06-09 14:43:40;100
PE-00895;PE-00909;2020-06-09 14:59:50;40
PE-00895;PE-00909;2020-06-09 16:45:00;90
PE-00895;PE-00910;2020-06-09 06:23:30;1270
PE-00895;PE-00910;2020-06-09 06:47:20;160
PE-00895;PE-00910;2020-06-09 07:23:00;10
PE-00895;PE-00910;2020-06-09 07:45:20;130
PE-00895;PE-00910;2020-06-09 08:29:20;20
PE-00895;PE-00910;2020-06-09 09:22:00;70
PE-00895;PE-00910;2020-06-09 11:04:50;10
PE-00895;PE-00910;2020-06-09 12:12:10;10
PE-00895;PE-00910;2020-06-09 12:19:10;310
PE-00895;PE-00910;2020-06-09 12:25:30;890
PE-00895;PE-00910;2020-06-09 15:04:10;60
PE-00895;PE-00910;2020-06-09 16:08:40;50
PE-00895;PE-00910;2020-06-09 16:39:30;340
PE-00895;PA-00479;2020-06-09 05:52:40;1600
PE-00895;PA-00479;2020-06-09 07:27:30;730
PE-00895;PA-00479;2020-06-09 08:27:50;780
PE-00895;PA-00479;2020-06-09 10:28:10;370
PE-00895;PA-00479;2020-06-09 14:02:50;550
PE-00895;PA-00480;2020-06-09 06:46:40;1890
PE-00895;PA-00480;2020-06-09 07:36:30;410
PE-00895;PA-00480;2020-06-09 09:58:50;410
PE-00895;PA-00480;2020-06-09 14:11:00;790
PE-00895;PA-00481;2020-06-09 06:23:00;790
PE-00895;PA-00481;2020-06-09 06:37:30;440
PE-00895;PA-00481;2020-06-09 07:39:50;460
PE-00895;PA-00481;2020-06-09 09:42:20;30
PE-00895;PA-00481;2020-06-09 10:34:50;420
PE-00895;PA-00481;2020-06-09 12:12:10;1700
PE-00895;PA-00483;2020-06-09 14:25:40;500
PE-00895;PE-00912;2020-06-09 10:07:20;1100
PE-00895;PE-00913;2020-06-09 06:45:00;90
PE-00895;PE-00913;2020-06-09 09:36:40;10
PE-00895;PE-00913;2020-06-09 09:55:20;150
PE-00895;PE-00916;2020-06-09 09:41:00;40
PE-00895;PE-00918;2020-06-09 07:34:40;50
PE-00895;PE-00918;2020-06-09 08:26:00;60
PE-00895;PE-00922;2020-06-09 07:34:40;30
PE-00896;PE-00898;2020-06-09 05:45:30;680
PE-00896;PE-00898;2020-06-09 06:29:50;140
PE-00896;PE-00898;2020-06-09 06:50:50;370
PE-00896;PE-00898;2020-06-09 07:04:20;830
PE-00896;PE-00898;2020-06-09 07:19:20;680
PE-00896;PE-00898;2020-06-09 07:57:40;730
PE-00896;PE-00898;2020-06-09 08:11:10;580
PE-00896;PE-00898;2020-06-09 08:22:00;1030
PE-00896;PE-00898;2020-06-09 08:55:20;240
PE-00896;PE-00898;2020-06-09 09:01:40;370
PE-00896;PE-00898;2020-06-09 09:09:40;640
PE-00896;PE-00898;2020-06-09 09:52:10;180
PE-00896;PE-00898;2020-06-09 10:09:10;260
PE-00896;PE-00898;2020-06-09 13:04:00;850
PE-00896;PE-00898;2020-06-09 13:31:40;50
PE-00896;PE-00898;2020-06-09 14:28:10;200
PE-00896;PE-00898;2020-06-09 14:56:10;140
PE-00896;PE-00898;2020-06-09 15:04:30;10
PE-00896;PE-00898;2020-06-09 15:06:30;340
PE-00896;PE-00898;2020-06-09 15:40:00;1470
PE-00896;PE-00898;2020-06-09 16:05:50;130
PE-00896;PE-00898;2020-06-09 16:23:00;360
PE-00896;PE-00898;2020-06-09 16:49:10;220
PE-00896;PE-00899;2020-06-09 10:57:50;330
PE-00896;PE-00900;2020-06-09 15:06:20;40
PE-00896;PE-00901;2020-06-09 07:02:40;10
PE-00896;PA-00478;2020-06-09 06:16:10;1130
PE-00896;PA-00478;2020-06-09 06:40:20;210
PE-00896;PE-00908;2020-06-09 07:23:10;150
PE-00896;PE-00908;2020-06-09 08:14:30;230
PE-00896;PE-00908;2020-06-09 08:19:40;50
PE-00896;PE-00908;2020-06-09 16:13:00;90
PE-00896;PE-00909;2020-06-09 08:10:30;20
PE-00896;PE-00909;2020-06-09 08:14:30;370
PE-00896;PA-00483;2020-06-09 06:53:50;750
PE-00896;PE-00913;2020-06-09 06:50:10;180
PE-00896;PE-00916;2020-06-09 12:06:00;1960
PE-00896;PE-00916;2020-06-09 12:41:50;1080
PE-00896;PE-00928;2020-06-09 09:59:30;20
PE-00897;PE-00900;2020-06-09 05:30:00;710
PE-00897;PE-00900;2020-06-09 12:38:10;100
