id;status;cat;ward;firstDate;lastDate
PE-00930;PE;Medical;Reanimation;2020-06-09 06:41:00;2020-06-10 06:40:00
PE-00913;PE;Paramedical;Reanimation;2020-06-09 06:43:00;2020-06-09 16:50:00
PE-00902;PE;Medical;Reanimation;2020-06-09 06:50:00;2020-06-09 07:00:00
PE-00914;PE;Medical;Reanimation;2020-06-09 06:54:00;2020-06-09 07:00:00
PE-00916;PE;Paramedical;Reanimation;2020-06-09 06:54:00;2020-06-09 16:47:00
PE-00915;PE;Paramedical;Reanimation;2020-06-09 06:54:00;2020-06-09 17:37:00
PE-00917;PE;Paramedical;Reanimation;2020-06-09 06:56:00;2020-06-09 09:03:00
PE-00919;PE;Medical;Reanimation;2020-06-09 06:57:00;2020-06-09 16:40:00
PE-00918;PE;Medical;Reanimation;2020-06-09 06:57:00;2020-06-09 16:45:00
PE-00920;PE;Medical;Reanimation;2020-06-09 06:57:00;2020-06-09 17:23:00
PE-00921;PE;Medical;Reanimation;2020-06-09 06:57:00;2020-06-09 17:23:00
PE-00922;PE;Medical;Reanimation;2020-06-09 06:57:00;2020-06-09 17:48:00
PE-00932;PE;Paramedical;Reanimation;2020-06-09 07:52:00;2020-06-09 13:23:00
PE-00923;PE;Medical;Reanimation;2020-06-09 07:58:00;2020-06-09 16:32:00
PE-00931;PE;Paramedical;Reanimation;2020-06-09 09:59:00;2020-06-09 14:43:00
PE-00933;PE;Paramedical;Reanimation;2020-06-09 12:09:00;2020-06-09 13:17:00
PE-00934;PE;Paramedical;Reanimation;2020-06-09 12:33:00;2020-06-09 13:17:00
PE-00935;PE;Medical;Reanimation;2020-06-09 13:53:00;2020-06-09 14:04:00
PE-00937;PE;Medical;Reanimation;2020-06-09 15:01:00;2020-06-09 15:36:00
PE-00938;PE;Medical;Reanimation;2020-06-09 16:04:00;2020-06-10 07:25:00
PE-00940;PE;Medical;Reanimation;2020-06-09 16:31:00;2020-06-10 07:37:00
PE-00939;PE;Medical;Reanimation;2020-06-09 16:34:00;2020-06-10 06:14:00
PE-00941;PE;Paramedical;Reanimation;2020-06-09 16:55:00;2020-06-10 05:05:00
PE-00942;PE;Paramedical;Reanimation;2020-06-09 17:08:00;2020-06-10 05:21:00
PE-00943;PE;Paramedical;Reanimation;2020-06-09 17:12:00;2020-06-10 05:41:00
PE-00944;PE;Paramedical;Reanimation;2020-06-09 17:28:00;2020-06-10 05:05:00
PE-00945;PE;Paramedical;Reanimation;2020-06-09 17:28:00;2020-06-10 05:05:00
PE-00946;PE;Paramedical;Reanimation;2020-06-09 17:28:00;2020-06-10 05:07:00
PE-00947;PE;Paramedical;Reanimation;2020-06-09 17:29:00;2020-06-10 05:07:00
PE-00948;PE;Paramedical;Reanimation;2020-06-09 17:46:00;2020-06-10 05:05:00
PE-00949;PE;Paramedical;Reanimation;2020-06-09 17:54:00;2020-06-10 05:18:00
PE-00950;PE;Paramedical;Reanimation;2020-06-09 17:57:00;2020-06-10 05:05:00
PE-00951;PE;Paramedical;Reanimation;2020-06-09 18:05:00;2020-06-10 05:05:00
PE-00952;PE;Paramedical;Reanimation;2020-06-10 05:04:00;2020-06-10 16:09:00
PE-00953;PE;Paramedical;Reanimation;2020-06-10 05:04:00;2020-06-10 16:47:00
PE-00969;PE;Paramedical;Reanimation;2020-06-10 05:12:00;2020-06-10 09:42:00
PE-00968;PE;Paramedical;Reanimation;2020-06-10 05:12:00;2020-06-10 16:47:00
PE-00967;PE;Paramedical;Reanimation;2020-06-10 05:13:00;2020-06-10 16:48:00
PE-00965;PE;Paramedical;Reanimation;2020-06-10 05:14:00;2020-06-10 16:48:00
PE-00964;PE;Paramedical;Reanimation;2020-06-10 05:16:00;2020-06-10 05:19:00
PE-00898;PE;Paramedical;Reanimation;2020-06-10 05:16:00;2020-06-10 16:56:00
PE-00962;PE;Paramedical;Reanimation;2020-06-10 05:20:00;2020-06-10 16:54:00
PE-00901;PE;Paramedical;Reanimation;2020-06-10 05:20:00;2020-06-10 17:09:00
PE-00958;PE;Paramedical;Reanimation;2020-06-10 05:30:00;2020-06-10 16:49:00
PE-00916;PE;Paramedical;Reanimation;2020-06-10 05:32:00;2020-06-10 16:43:00
PE-00955;PE;Paramedical;Reanimation;2020-06-10 05:32:00;2020-06-10 17:03:00
PE-00894;PE;Paramedical;Reanimation;2020-06-10 05:39:00;2020-06-10 16:53:00
PE-00960;PE;Paramedical;Reanimation;2020-06-10 05:40:00;2020-06-10 16:54:00
PE-00911;PE;Paramedical;Reanimation;2020-06-10 05:58:00;2020-06-10 21:00:00
PE-00904;PE;Medical;Reanimation;2020-06-10 06:00:00;2020-06-10 15:07:00
PE-00928;PE;Medical;Reanimation;2020-06-10 06:25:00;2020-06-10 07:11:00
PE-00921;PE;Medical;Reanimation;2020-06-10 06:28:00;2020-06-10 21:00:00
PE-00961;PE;Medical;Reanimation;2020-06-10 06:30:00;2020-06-10 15:09:00
PE-00922;PE;Medical;Reanimation;2020-06-10 06:30:00;2020-06-10 16:19:00
PE-00963;PE;Medical;Reanimation;2020-06-10 06:30:00;2020-06-10 16:48:00
PE-00966;PE;Medical;Reanimation;2020-06-10 06:30:00;2020-06-10 21:00:00
PE-00929;PE;Medical;Reanimation;2020-06-10 06:31:00;2020-06-10 16:03:00
PE-00957;PE;Medical;Reanimation;2020-06-10 06:31:00;2020-06-10 16:57:00
PE-00926;PE;Medical;Reanimation;2020-06-10 06:32:00;2020-06-10 15:41:00
PE-00956;PE;Medical;Reanimation;2020-06-10 06:32:00;2020-06-10 16:57:00
PE-00954;PE;Medical;Reanimation;2020-06-10 06:33:00;2020-06-10 16:58:00
PE-00905;PE;Medical;Reanimation;2020-06-10 06:44:00;2020-06-10 12:00:00
PE-00903;PE;Paramedical;Reanimation;2020-06-10 06:44:00;2020-06-10 13:33:00
PE-00927;PE;Medical;Reanimation;2020-06-10 06:44:00;2020-06-10 21:00:00
PE-00917;PE;Paramedical;Reanimation;2020-06-10 06:45:00;2020-06-10 09:30:00
PE-00920;PE;Medical;Reanimation;2020-06-10 07:22:00;2020-06-10 16:49:00
PE-00932;PE;Paramedical;Reanimation;2020-06-10 07:41:00;2020-06-10 13:55:00
PE-00918;PE;Medical;Reanimation;2020-06-10 08:57:00;2020-06-10 16:48:00
PE-00900;PE;Paramedical;Reanimation;2020-06-11 05:30:00;2020-06-11 16:40:00
PE-00897;PE;Paramedical;Reanimation;2020-06-11 05:30:00;2020-06-11 17:05:00
PE-00901;PE;Paramedical;Reanimation;2020-06-11 05:30:00;2020-06-11 17:20:00
PE-00891;PE;Paramedical;Reanimation;2020-06-11 05:35:00;2020-06-11 17:22:00
PE-00892;PE;Paramedical;Reanimation;2020-06-11 05:35:00;2020-06-11 17:22:00
PE-00893;PE;Paramedical;Reanimation;2020-06-11 05:35:00;2020-06-11 17:26:00
PE-00894;PE;Paramedical;Reanimation;2020-06-11 05:35:00;2020-06-11 17:26:00
PE-00908;PE;Paramedical;Reanimation;2020-06-11 05:44:00;2020-06-11 17:19:00
PE-00899;PE;Paramedical;Reanimation;2020-06-11 05:45:00;2020-06-11 16:40:00
PE-00895;PE;Paramedical;Reanimation;2020-06-11 05:45:00;2020-06-11 16:47:00
PE-00898;PE;Paramedical;Reanimation;2020-06-11 05:45:00;2020-06-11 16:53:00
PE-00896;PE;Paramedical;Reanimation;2020-06-11 05:45:00;2020-06-11 16:53:00
PE-00903;PE;Paramedical;Reanimation;2020-06-11 05:46:00;2020-06-11 12:58:00
PE-00909;PE;Paramedical;Reanimation;2020-06-11 05:49:00;2020-06-11 17:22:00
PE-00910;PE;Paramedical;Reanimation;2020-06-11 05:49:00;2020-06-11 17:49:00
PE-00911;PE;Paramedical;Reanimation;2020-06-11 06:00:00;2020-06-11 15:40:00
PE-00904;PE;Medical;Reanimation;2020-06-11 06:01:00;2020-06-11 14:32:00
PE-00905;PE;Medical;Reanimation;2020-06-11 06:19:00;2020-06-11 07:35:00
PE-00924;PE;Medical;Reanimation;2020-06-11 06:24:00;2020-06-11 16:09:00
PE-00925;PE;Medical;Reanimation;2020-06-11 06:25:00;2020-06-11 17:00:00
PE-00927;PE;Medical;Reanimation;2020-06-11 06:34:00;2020-06-11 15:37:00
PE-00926;PE;Medical;Reanimation;2020-06-11 06:34:00;2020-06-11 17:02:00
PE-00929;PE;Medical;Reanimation;2020-06-11 06:41:00;2020-06-11 08:47:00
PE-00928;PE;Medical;Reanimation;2020-06-11 06:41:00;2020-06-11 15:54:00
PE-00913;PE;Paramedical;Reanimation;2020-06-11 06:43:00;2020-06-11 16:50:00
PE-00902;PE;Medical;Reanimation;2020-06-11 06:50:00;2020-06-11 07:00:00
PE-00914;PE;Medical;Reanimation;2020-06-11 06:54:00;2020-06-11 07:00:00
PE-00916;PE;Paramedical;Reanimation;2020-06-11 06:54:00;2020-06-11 16:47:00
PE-00915;PE;Paramedical;Reanimation;2020-06-11 06:54:00;2020-06-11 17:37:00
PE-00917;PE;Paramedical;Reanimation;2020-06-11 06:56:00;2020-06-11 09:03:00
PE-00919;PE;Medical;Reanimation;2020-06-11 06:57:00;2020-06-11 16:40:00
PE-00918;PE;Medical;Reanimation;2020-06-11 06:57:00;2020-06-11 16:45:00
PE-00920;PE;Medical;Reanimation;2020-06-11 06:57:00;2020-06-11 17:23:00
PE-00921;PE;Medical;Reanimation;2020-06-11 06:57:00;2020-06-11 17:23:00
PE-00922;PE;Medical;Reanimation;2020-06-11 06:57:00;2020-06-11 17:48:00
PE-00932;PE;Paramedical;Reanimation;2020-06-11 07:52:00;2020-06-11 13:23:00
PE-00923;PE;Medical;Reanimation;2020-06-11 07:58:00;2020-06-11 16:32:00
PE-00931;PE;Paramedical;Reanimation;2020-06-11 09:59:00;2020-06-11 14:43:00
PE-00933;PE;Paramedical;Reanimation;2020-06-11 12:09:00;2020-06-11 13:17:00
PE-00934;PE;Paramedical;Reanimation;2020-06-11 12:33:00;2020-06-11 13:17:00
PE-00935;PE;Medical;Reanimation;2020-06-11 13:53:00;2020-06-11 14:04:00
PE-00937;PE;Medical;Reanimation;2020-06-11 15:01:00;2020-06-11 15:36:00
PE-00938;PE;Medical;Reanimation;2020-06-11 16:04:00;2020-06-12 07:25:00
PE-00940;PE;Medical;Reanimation;2020-06-11 16:31:00;2020-06-12 07:37:00
PE-00939;PE;Medical;Reanimation;2020-06-11 16:34:00;2020-06-12 06:14:00
PE-00941;PE;Paramedical;Reanimation;2020-06-11 16:55:00;2020-06-12 05:05:00
PE-00942;PE;Paramedical;Reanimation;2020-06-11 17:08:00;2020-06-12 05:21:00
PE-00943;PE;Paramedical;Reanimation;2020-06-11 17:12:00;2020-06-12 05:41:00
PE-00944;PE;Paramedical;Reanimation;2020-06-11 17:28:00;2020-06-12 05:05:00
PE-00945;PE;Paramedical;Reanimation;2020-06-11 17:28:00;2020-06-12 05:05:00
PE-00946;PE;Paramedical;Reanimation;2020-06-11 17:28:00;2020-06-12 05:07:00
PE-00947;PE;Paramedical;Reanimation;2020-06-11 17:29:00;2020-06-12 05:07:00
PE-00948;PE;Paramedical;Reanimation;2020-06-11 17:46:00;2020-06-12 05:05:00
PE-00949;PE;Paramedical;Reanimation;2020-06-11 17:54:00;2020-06-12 05:18:00
PE-00950;PE;Paramedical;Reanimation;2020-06-11 17:57:00;2020-06-12 05:05:00
PE-00951;PE;Paramedical;Reanimation;2020-06-11 18:05:00;2020-06-12 05:05:00
PE-00952;PE;Paramedical;Reanimation;2020-06-12 05:04:00;2020-06-12 16:09:00
PE-00953;PE;Paramedical;Reanimation;2020-06-12 05:04:00;2020-06-12 16:47:00
PE-00969;PE;Paramedical;Reanimation;2020-06-12 05:12:00;2020-06-12 09:42:00
PE-00968;PE;Paramedical;Reanimation;2020-06-12 05:12:00;2020-06-12 16:47:00
PE-00967;PE;Paramedical;Reanimation;2020-06-12 05:13:00;2020-06-12 16:48:00
PE-00965;PE;Paramedical;Reanimation;2020-06-12 05:14:00;2020-06-12 16:48:00
PE-00964;PE;Paramedical;Reanimation;2020-06-12 05:16:00;2020-06-12 05:19:00
PE-00898;PE;Paramedical;Reanimation;2020-06-12 05:16:00;2020-06-12 16:56:00
PE-00962;PE;Paramedical;Reanimation;2020-06-12 05:20:00;2020-06-12 16:54:00
PE-00901;PE;Paramedical;Reanimation;2020-06-12 05:20:00;2020-06-12 17:09:00
PE-00958;PE;Paramedical;Reanimation;2020-06-12 05:30:00;2020-06-12 16:49:00
PE-00916;PE;Paramedical;Reanimation;2020-06-12 05:32:00;2020-06-12 16:43:00
PE-00955;PE;Paramedical;Reanimation;2020-06-12 05:32:00;2020-06-12 17:03:00
PE-00894;PE;Paramedical;Reanimation;2020-06-12 05:39:00;2020-06-12 16:53:00
PE-00960;PE;Paramedical;Reanimation;2020-06-12 05:40:00;2020-06-12 16:54:00
PE-00911;PE;Paramedical;Reanimation;2020-06-12 05:58:00;2020-06-12 21:00:00
PE-00904;PE;Medical;Reanimation;2020-06-12 06:00:00;2020-06-12 15:07:00
PE-00928;PE;Medical;Reanimation;2020-06-12 06:25:00;2020-06-12 07:11:00
PE-00921;PE;Medical;Reanimation;2020-06-12 06:28:00;2020-06-12 21:00:00
PE-00961;PE;Medical;Reanimation;2020-06-12 06:30:00;2020-06-12 15:09:00
PE-00922;PE;Medical;Reanimation;2020-06-12 06:30:00;2020-06-12 16:19:00
PE-00963;PE;Medical;Reanimation;2020-06-12 06:30:00;2020-06-12 16:48:00
PE-00966;PE;Medical;Reanimation;2020-06-12 06:30:00;2020-06-12 21:00:00
PE-00929;PE;Medical;Reanimation;2020-06-12 06:31:00;2020-06-12 16:03:00
PE-00957;PE;Medical;Reanimation;2020-06-12 06:31:00;2020-06-12 16:57:00
PE-00926;PE;Medical;Reanimation;2020-06-12 06:32:00;2020-06-12 15:41:00
PE-00956;PE;Medical;Reanimation;2020-06-12 06:32:00;2020-06-12 16:57:00
PE-00954;PE;Medical;Reanimation;2020-06-12 06:33:00;2020-06-12 16:58:00
PE-00905;PE;Medical;Reanimation;2020-06-12 06:44:00;2020-06-12 12:00:00
PE-00903;PE;Paramedical;Reanimation;2020-06-12 06:44:00;2020-06-12 13:33:00
PE-00927;PE;Medical;Reanimation;2020-06-12 06:44:00;2020-06-12 21:00:00
PE-00917;PE;Paramedical;Reanimation;2020-06-12 06:45:00;2020-06-12 09:30:00
PE-00920;PE;Medical;Reanimation;2020-06-12 07:22:00;2020-06-12 16:49:00
PE-00932;PE;Paramedical;Reanimation;2020-06-12 07:41:00;2020-06-12 13:55:00
PE-00918;PE;Medical;Reanimation;2020-06-12 08:57:00;2020-06-12 16:48:00
PE-00900;PE;Paramedical;Reanimation;2020-06-13 05:30:00;2020-06-13 16:40:00
PE-00897;PE;Paramedical;Reanimation;2020-06-13 05:30:00;2020-06-13 17:05:00
PE-00901;PE;Paramedical;Reanimation;2020-06-13 05:30:00;2020-06-13 17:20:00
PE-00891;PE;Paramedical;Reanimation;2020-06-13 05:35:00;2020-06-13 17:22:00
PE-00892;PE;Paramedical;Reanimation;2020-06-13 05:35:00;2020-06-13 17:22:00
PE-00893;PE;Paramedical;Reanimation;2020-06-13 05:35:00;2020-06-13 17:26:00
PE-00894;PE;Paramedical;Reanimation;2020-06-13 05:35:00;2020-06-13 17:26:00
PE-00908;PE;Paramedical;Reanimation;2020-06-13 05:44:00;2020-06-13 17:19:00
PE-00899;PE;Paramedical;Reanimation;2020-06-13 05:45:00;2020-06-13 16:40:00
PE-00895;PE;Paramedical;Reanimation;2020-06-13 05:45:00;2020-06-13 16:47:00
PE-00898;PE;Paramedical;Reanimation;2020-06-13 05:45:00;2020-06-13 16:53:00
PE-00896;PE;Paramedical;Reanimation;2020-06-13 05:45:00;2020-06-13 16:53:00
PE-00903;PE;Paramedical;Reanimation;2020-06-13 05:46:00;2020-06-13 12:58:00
PE-00909;PE;Paramedical;Reanimation;2020-06-13 05:49:00;2020-06-13 17:22:00
PE-00910;PE;Paramedical;Reanimation;2020-06-13 05:49:00;2020-06-13 17:49:00
PE-00911;PE;Paramedical;Reanimation;2020-06-13 06:00:00;2020-06-13 15:40:00
PE-00904;PE;Medical;Reanimation;2020-06-13 06:01:00;2020-06-13 14:32:00
PE-00905;PE;Medical;Reanimation;2020-06-13 06:19:00;2020-06-13 07:35:00
PE-00924;PE;Medical;Reanimation;2020-06-13 06:24:00;2020-06-13 16:09:00
PE-00925;PE;Medical;Reanimation;2020-06-13 06:25:00;2020-06-13 17:00:00
PE-00927;PE;Medical;Reanimation;2020-06-13 06:34:00;2020-06-13 15:37:00
PE-00926;PE;Medical;Reanimation;2020-06-13 06:34:00;2020-06-13 17:02:00
PE-00929;PE;Medical;Reanimation;2020-06-13 06:41:00;2020-06-13 08:47:00
PE-00928;PE;Medical;Reanimation;2020-06-13 06:41:00;2020-06-13 15:54:00
PE-00913;PE;Paramedical;Reanimation;2020-06-13 06:43:00;2020-06-13 16:50:00
PE-00902;PE;Medical;Reanimation;2020-06-13 06:50:00;2020-06-13 07:00:00
PE-00914;PE;Medical;Reanimation;2020-06-13 06:54:00;2020-06-13 07:00:00
PE-00916;PE;Paramedical;Reanimation;2020-06-13 06:54:00;2020-06-13 16:47:00
PE-00915;PE;Paramedical;Reanimation;2020-06-13 06:54:00;2020-06-13 17:37:00
PE-00917;PE;Paramedical;Reanimation;2020-06-13 06:56:00;2020-06-13 09:03:00
PE-00919;PE;Medical;Reanimation;2020-06-13 06:57:00;2020-06-13 16:40:00
PE-00918;PE;Medical;Reanimation;2020-06-13 06:57:00;2020-06-13 16:45:00
PE-00920;PE;Medical;Reanimation;2020-06-13 06:57:00;2020-06-13 17:23:00
PE-00921;PE;Medical;Reanimation;2020-06-13 06:57:00;2020-06-13 17:23:00
PE-00922;PE;Medical;Reanimation;2020-06-13 06:57:00;2020-06-13 17:48:00
PE-00932;PE;Paramedical;Reanimation;2020-06-13 07:52:00;2020-06-13 13:23:00
PE-00923;PE;Medical;Reanimation;2020-06-13 07:58:00;2020-06-13 16:32:00
PE-00931;PE;Paramedical;Reanimation;2020-06-13 09:59:00;2020-06-13 14:43:00
PE-00933;PE;Paramedical;Reanimation;2020-06-13 12:09:00;2020-06-13 13:17:00
PE-00934;PE;Paramedical;Reanimation;2020-06-13 12:33:00;2020-06-13 13:17:00
PE-00935;PE;Medical;Reanimation;2020-06-13 13:53:00;2020-06-13 14:04:00
PE-00937;PE;Medical;Reanimation;2020-06-13 15:01:00;2020-06-13 15:36:00
PE-00938;PE;Medical;Reanimation;2020-06-13 16:04:00;2020-06-14 07:25:00
PE-00940;PE;Medical;Reanimation;2020-06-13 16:31:00;2020-06-14 07:37:00
PE-00939;PE;Medical;Reanimation;2020-06-13 16:34:00;2020-06-14 06:14:00
PE-00941;PE;Paramedical;Reanimation;2020-06-13 16:55:00;2020-06-14 05:05:00
PE-00942;PE;Paramedical;Reanimation;2020-06-13 17:08:00;2020-06-14 05:21:00
PE-00943;PE;Paramedical;Reanimation;2020-06-13 17:12:00;2020-06-14 05:41:00
PE-00944;PE;Paramedical;Reanimation;2020-06-13 17:28:00;2020-06-14 05:05:00
PE-00945;PE;Paramedical;Reanimation;2020-06-13 17:28:00;2020-06-14 05:05:00
PE-00946;PE;Paramedical;Reanimation;2020-06-13 17:28:00;2020-06-14 05:07:00
PE-00947;PE;Paramedical;Reanimation;2020-06-13 17:29:00;2020-06-14 05:07:00
PE-00948;PE;Paramedical;Reanimation;2020-06-13 17:46:00;2020-06-14 05:05:00
PE-00949;PE;Paramedical;Reanimation;2020-06-13 17:54:00;2020-06-14 05:18:00
PE-00950;PE;Paramedical;Reanimation;2020-06-13 17:57:00;2020-06-14 05:05:00
PE-00951;PE;Paramedical;Reanimation;2020-06-13 18:05:00;2020-06-14 05:05:00
PE-00952;PE;Paramedical;Reanimation;2020-06-14 05:04:00;2020-06-14 16:09:00
PE-00953;PE;Paramedical;Reanimation;2020-06-14 05:04:00;2020-06-14 16:47:00
PE-00969;PE;Paramedical;Reanimation;2020-06-14 05:12:00;2020-06-14 09:42:00
PE-00968;PE;Paramedical;Reanimation;2020-06-14 05:12:00;2020-06-14 16:47:00
PE-00967;PE;Paramedical;Reanimation;2020-06-14 05:13:00;2020-06-14 16:48:00
PE-00965;PE;Paramedical;Reanimation;2020-06-14 05:14:00;2020-06-14 16:48:00
PE-00964;PE;Paramedical;Reanimation;2020-06-14 05:16:00;2020-06-14 05:19:00
PE-00898;PE;Paramedical;Reanimation;2020-06-14 05:16:00;2020-06-14 16:56:00
PE-00962;PE;Paramedical;Reanimation;2020-06-14 05:20:00;2020-06-14 16:54:00
PE-00901;PE;Paramedical;Reanimation;2020-06-14 05:20:00;2020-06-14 17:09:00
PE-00958;PE;Paramedical;Reanimation;2020-06-14 05:30:00;2020-06-14 16:49:00
PE-00916;PE;Paramedical;Reanimation;2020-06-14 05:32:00;2020-06-14 16:43:00
PE-00955;PE;Paramedical;Reanimation;2020-06-14 05:32:00;2020-06-14 17:03:00
PE-00894;PE;Paramedical;Reanimation;2020-06-14 05:39:00;2020-06-14 16:53:00
PE-00960;PE;Paramedical;Reanimation;2020-06-14 05:40:00;2020-06-14 16:54:00
PE-00911;PE;Paramedical;Reanimation;2020-06-14 05:58:00;2020-06-14 21:00:00
PE-00904;PE;Medical;Reanimation;2020-06-14 06:00:00;2020-06-14 15:07:00
PE-00928;PE;Medical;Reanimation;2020-06-14 06:25:00;2020-06-14 07:11:00
PE-00921;PE;Medical;Reanimation;2020-06-14 06:28:00;2020-06-14 21:00:00
PE-00961;PE;Medical;Reanimation;2020-06-14 06:30:00;2020-06-14 15:09:00
PE-00922;PE;Medical;Reanimation;2020-06-14 06:30:00;2020-06-14 16:19:00
PE-00963;PE;Medical;Reanimation;2020-06-14 06:30:00;2020-06-14 16:48:00
PE-00966;PE;Medical;Reanimation;2020-06-14 06:30:00;2020-06-14 21:00:00
PE-00929;PE;Medical;Reanimation;2020-06-14 06:31:00;2020-06-14 16:03:00
PE-00957;PE;Medical;Reanimation;2020-06-14 06:31:00;2020-06-14 16:57:00
PE-00926;PE;Medical;Reanimation;2020-06-14 06:32:00;2020-06-14 15:41:00
PE-00956;PE;Medical;Reanimation;2020-06-14 06:32:00;2020-06-14 16:57:00
PE-00954;PE;Medical;Reanimation;2020-06-14 06:33:00;2020-06-14 16:58:00
PE-00905;PE;Medical;Reanimation;2020-06-14 06:44:00;2020-06-14 12:00:00
PE-00903;PE;Paramedical;Reanimation;2020-06-14 06:44:00;2020-06-14 13:33:00
PE-00927;PE;Medical;Reanimation;2020-06-14 06:44:00;2020-06-14 21:00:00
PE-00917;PE;Paramedical;Reanimation;2020-06-14 06:45:00;2020-06-14 09:30:00
PE-00920;PE;Medical;Reanimation;2020-06-14 07:22:00;2020-06-14 16:49:00
PE-00932;PE;Paramedical;Reanimation;2020-06-14 07:41:00;2020-06-14 13:55:00
PE-00918;PE;Medical;Reanimation;2020-06-14 08:57:00;2020-06-14 16:48:00
PE-00900;PE;Paramedical;Reanimation;2020-06-15 05:30:00;2020-06-15 16:40:00
PE-00897;PE;Paramedical;Reanimation;2020-06-15 05:30:00;2020-06-15 17:05:00
PE-00901;PE;Paramedical;Reanimation;2020-06-15 05:30:00;2020-06-15 17:20:00
PE-00891;PE;Paramedical;Reanimation;2020-06-15 05:35:00;2020-06-15 17:22:00
PE-00892;PE;Paramedical;Reanimation;2020-06-15 05:35:00;2020-06-15 17:22:00
PE-00893;PE;Paramedical;Reanimation;2020-06-15 05:35:00;2020-06-15 17:26:00
PE-00894;PE;Paramedical;Reanimation;2020-06-15 05:35:00;2020-06-15 17:26:00
PE-00908;PE;Paramedical;Reanimation;2020-06-15 05:44:00;2020-06-15 17:19:00
PE-00899;PE;Paramedical;Reanimation;2020-06-15 05:45:00;2020-06-15 16:40:00
PE-00895;PE;Paramedical;Reanimation;2020-06-15 05:45:00;2020-06-15 16:47:00
PE-00898;PE;Paramedical;Reanimation;2020-06-15 05:45:00;2020-06-15 16:53:00
PE-00896;PE;Paramedical;Reanimation;2020-06-15 05:45:00;2020-06-15 16:53:00
PE-00903;PE;Paramedical;Reanimation;2020-06-15 05:46:00;2020-06-15 12:58:00
PE-00909;PE;Paramedical;Reanimation;2020-06-15 05:49:00;2020-06-15 17:22:00
PE-00910;PE;Paramedical;Reanimation;2020-06-15 05:49:00;2020-06-15 17:49:00
PE-00911;PE;Paramedical;Reanimation;2020-06-15 06:00:00;2020-06-15 15:40:00
PE-00904;PE;Medical;Reanimation;2020-06-15 06:01:00;2020-06-15 14:32:00
PE-00905;PE;Medical;Reanimation;2020-06-15 06:19:00;2020-06-15 07:35:00
PE-00924;PE;Medical;Reanimation;2020-06-15 06:24:00;2020-06-15 16:09:00
PE-00925;PE;Medical;Reanimation;2020-06-15 06:25:00;2020-06-15 17:00:00
PE-00927;PE;Medical;Reanimation;2020-06-15 06:34:00;2020-06-15 15:37:00
PE-00926;PE;Medical;Reanimation;2020-06-15 06:34:00;2020-06-15 17:02:00
PE-00929;PE;Medical;Reanimation;2020-06-15 06:41:00;2020-06-15 08:47:00
PE-00928;PE;Medical;Reanimation;2020-06-15 06:41:00;2020-06-15 15:54:00
PE-00913;PE;Paramedical;Reanimation;2020-06-15 06:43:00;2020-06-15 16:50:00
PE-00902;PE;Medical;Reanimation;2020-06-15 06:50:00;2020-06-15 07:00:00
PE-00914;PE;Medical;Reanimation;2020-06-15 06:54:00;2020-06-15 07:00:00
